Matrix,Schedule,Threads,ChunkSize,p90_Time_ms,p90_GFLOPs,Speedup,Efficiency
torso1.mtx,static,16,4,3.606992,6.356592,3.063375244525078,19.146095278281738
torso1.mtx,static,16,16,4.819623,4.800557,2.292621227842925,14.328882674018281
torso1.mtx,static,16,64,4.6619649999999995,4.748388,2.3701529290760446,14.813455806725278
torso1.mtx,static,16,256,8.740817999999999,2.2170579999999998,1.2641345466751512,7.900840916719695
torso1.mtx,static,16,1024,4.569316,4.790531,2.418210953236765,15.11381845772978
torso1.mtx,dynamic,16,1,15.10519,1.192291,0.7315081769908224,4.57192610619264
torso1.mtx,dynamic,16,4,6.635528,2.855476,1.665213378648994,10.407583616556213
torso1.mtx,dynamic,16,16,5.332009,3.893205,2.0723089552174425,12.951930970109016
torso1.mtx,dynamic,16,64,5.186713999999999,4.140309,2.1303603784592715,13.314752365370447
torso1.mtx,dynamic,16,256,5.1873890000000005,3.848273,2.130083169008532,13.313019806303325
torso1.mtx,dynamic,16,1024,5.471779,3.9416800000000003,2.0193743204906487,12.621089503066555
torso1.mtx,guided,16,1,4.945294,4.246904,2.2343605860440254,13.96475366277516
torso1.mtx,guided,16,4,5.833022,4.271598,1.8943131021964261,11.839456888727664
torso1.mtx,guided,16,16,4.597683,4.215854,2.4032909619910727,15.020568512444205
torso1.mtx,guided,16,64,4.5632779999999995,4.312633,2.4214106613710586,15.133816633569117
torso1.mtx,guided,16,256,5.486254999999999,3.8795450000000002,2.014046011350184,12.58778757093865
torso1.mtx,guided,16,1024,5.378654,3.8335899999999996,2.0543373862680143,12.83960866417509
torso1.mtx,static,32,1,3.735819,5.807154,2.9577369781565976,9.242928056739368
torso1.mtx,static,32,4,4.204733999999999,7.011572,2.627887994817271,8.212149983803972
torso1.mtx,static,32,16,6.116158999999997,6.048813,1.8066191542764023,5.645684857113757
torso1.mtx,static,32,64,6.4615599999999995,3.021072,1.7100467998440008,5.343896249512502
torso1.mtx,static,32,256,6.244014999999998,3.720919,1.7696257936600095,5.530080605187529
torso1.mtx,static,32,1024,3.6132289999999996,6.6976189999999995,3.0580873783532687,9.556523057353965
torso1.mtx,dynamic,32,1,30.73801,1.2095559999999999,0.35947577608309716,1.1233618002596786
torso1.mtx,dynamic,32,4,13.806999999999999,3.194144,0.8002875353081772,2.500898547838054
torso1.mtx,dynamic,32,16,8.015219999999998,3.716557,1.3785735138898252,4.308042230905704
torso1.mtx,dynamic,32,64,34.78833,4.105688,0.3176228925044692,0.9925715390764662
torso1.mtx,dynamic,32,256,28.447469999999996,4.067953999999999,0.38842013015568705,1.213812906736522
torso1.mtx,dynamic,32,1024,27.618459999999995,4.030724,0.4000791499598458,1.250247343624518
torso1.mtx,guided,32,1,25.21133,4.37944,0.4382779488428417,1.3696185901338804
torso1.mtx,guided,32,4,6.390004999999999,4.230665,1.7291958300502117,5.4037369689069115
torso1.mtx,guided,32,16,32.25871,4.369987999999999,0.3425298159783823,1.0704056749324447
torso1.mtx,guided,32,64,23.717009999999995,4.084778,0.46589220141999366,1.45591312943748
torso1.mtx,guided,32,256,28.673429999999996,4.291207,0.3853591983937744,1.204247494980545
torso1.mtx,guided,32,1024,20.528849999999995,4.239594,0.5382459319445563,1.6820185373267384
torso1.mtx,static,64,1,7.858593999999996,6.537845,1.4060492245813956,2.1969519134084305
torso1.mtx,static,64,4,3.997240999999996,10.14243,2.764299175356205,4.319217461494071
torso1.mtx,static,64,16,9.030250999999996,8.541999,1.2236171508411013,1.9119017981892208
torso1.mtx,static,64,64,6.539155999999999,3.167576,1.6897547634587708,2.6402418179043297
torso1.mtx,static,64,256,5.662304999999999,4.421938,1.9514261418274013,3.0491033466053143
torso1.mtx,static,64,1024,2.9146619999999994,9.833771,3.791029628821456,5.923483795033525
torso1.mtx,dynamic,64,1,51.36617999999999,1.056414,0.21511371879318264,0.3361151856143479
torso1.mtx,dynamic,64,4,23.171069999999993,3.729219,0.47686921665680543,0.7451081510262585
torso1.mtx,dynamic,64,16,42.629479999999994,4.018495,0.2592002060545895,0.40500032196029606
torso1.mtx,dynamic,64,64,24.795249999999996,4.33631,0.4456325304241741,0.696300828787772
torso1.mtx,dynamic,64,256,25.454659999999997,4.10339,0.4340882966026654,0.6782629634416647
torso1.mtx,dynamic,64,1024,12.499935999999991,4.039638999999999,0.8839701259270455,1.3812033217610087
torso1.mtx,guided,64,1,18.807529999999996,4.504831,0.5875077694944526,0.9179808898350822
torso1.mtx,guided,64,4,20.77294999999999,4.524834,0.5319210800584416,0.831126687591315
torso1.mtx,guided,64,16,25.50774,4.556308,0.4331849862041875,0.676851540944043
torso1.mtx,guided,64,64,13.764319999999994,4.24686,0.8027690434398507,1.2543266303747667
torso1.mtx,guided,64,256,15.600919999999991,4.340558,0.708263999815396,1.1066624997115562
torso1.mtx,guided,64,1024,12.776599999999991,4.370402,0.8648286711644733,1.3512947986944894
